[2024-07-14T03:09:26.104+0530] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-14T03:09:26.128+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: raw_load_customers.insert_table manual__2024-07-13T21:37:50.170071+00:00 [queued]>
[2024-07-14T03:09:26.141+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: raw_load_customers.insert_table manual__2024-07-13T21:37:50.170071+00:00 [queued]>
[2024-07-14T03:09:26.141+0530] {taskinstance.py:2306} INFO - Starting attempt 2 of 2
[2024-07-14T03:09:26.159+0530] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): insert_table> on 2024-07-13 21:37:50.170071+00:00
[2024-07-14T03:09:26.166+0530] {standard_task_runner.py:63} INFO - Started process 28567 to run task
[2024-07-14T03:09:26.171+0530] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'raw_load_customers', 'insert_table', 'manual__2024-07-13T21:37:50.170071+00:00', '--job-id', '1370', '--raw', '--subdir', 'DAGS_FOLDER/dag_raw_customers.py', '--cfg-path', '/tmp/tmpt9j_howe']
[2024-07-14T03:09:26.174+0530] {standard_task_runner.py:91} INFO - Job 1370: Subtask insert_table
[2024-07-14T03:09:26.220+0530] {task_command.py:426} INFO - Running <TaskInstance: raw_load_customers.insert_table manual__2024-07-13T21:37:50.170071+00:00 [running]> on host kali
[2024-07-14T03:09:26.311+0530] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='raw_load_customers' AIRFLOW_CTX_TASK_ID='insert_table' AIRFLOW_CTX_EXECUTION_DATE='2024-07-13T21:37:50.170071+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-07-13T21:37:50.170071+00:00'
[2024-07-14T03:09:26.312+0530] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-14T03:09:26.343+0530] {logging_mixin.py:188} INFO - customer_id`,`name`,`address`,`phone`,`email`,`dob`,`ingetion_timestamp
[2024-07-14T03:09:26.519+0530] {logging_mixin.py:188} INFO - ('bcb0ca25-d536-4fb1-9a23-a3c8244749e5', 'Alexander Gonzalez', '9567 Sandra Skyway Suite 214\nWest Brenda, WA 65737', '921-742-5680x002', 'deborah39@example.org', '1967-05-10', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.520+0530] {logging_mixin.py:188} INFO - ('399b6ef8-f78e-4772-8e1d-020522bb3279', 'Karen Perry', '9853 Ashley Spur Apt. 632\nNew Jennifermouth, OK 93816', '891.278.0128', 'justinturner@example.com', '2004-05-03', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.521+0530] {logging_mixin.py:188} INFO - ('b3e341e3-17ea-4c66-9543-14913002e3e5', 'Kyle Davis', '0695 Johnson Mall Apt. 262\nRandallburgh, CT 51355', '384-400-0752', 'collinsjason@example.net', '1977-06-07', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.521+0530] {logging_mixin.py:188} INFO - ('15047c53-db4c-435f-81d4-9fb11f841636', 'Rebecca Carpenter', '82762 Lucas Bypass\nMayerfurt, CO 71369', '+1-484-575-9131x667', 'rhernandez@example.com', '1990-09-20', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.522+0530] {logging_mixin.py:188} INFO - ('36350439-847e-46f9-8a61-fbe0d8c7587b', 'Joseph Smith', '12177 Clark Court\nEast Thomas, AS 60282', '748.637.1774x485', 'gonzaleschad@example.com', '1933-10-22', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.522+0530] {logging_mixin.py:188} INFO - ('badf993e-71ce-40a6-a4dd-5b607c975473', 'Christopher Ray', '93824 Bobby Estate Suite 214\nAlexanderborough, IA 77953', '3503927043', 'johnsonbrandon@example.org', '1948-04-14', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.523+0530] {logging_mixin.py:188} INFO - ('7b99b3a2-a414-4e66-bc6b-ab83e5a809f5', 'Jose Brown', '177 Smith Rest\nMichaelfort, MH 97289', '+1-344-261-0515x33216', 'christophersmith@example.org', '1965-09-20', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.523+0530] {logging_mixin.py:188} INFO - ('15a52c9f-b32c-46ce-a9d3-13295712c5b5', 'Victoria Morgan', '94540 Jimenez Bypass Suite 297\nRobertsonstad, MI 67730', '001-353-415-6099x132', 'daniel59@example.com', '1995-06-17', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.524+0530] {logging_mixin.py:188} INFO - ('bb6ecaa2-597d-4dc3-8780-5d906b8110c3', 'Christopher Steele', '48686 Jacob Tunnel\nWest Carolborough, DC 13420', '(308)381-3572x084', 'chelseagarcia@example.net', '1962-06-05', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.525+0530] {logging_mixin.py:188} INFO - ('87fb8c0e-140b-4c4d-be13-8fc1e471b2d6', 'Brenda Yates', '36143 Spencer Land Suite 905\nSouth Tiffany, MA 20286', '627.921.8239x48280', 'hallcaitlin@example.net', '1978-10-11', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.525+0530] {logging_mixin.py:188} INFO - ('d7cdc9ca-04ea-4d85-989c-e5ad402a3016', 'Daniel Osborn', '6791 Pena Trafficway\nMyersland, NM 30524', '939-286-2794', 'michellesmith@example.com', '1987-12-20', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.526+0530] {logging_mixin.py:188} INFO - ('92fd619a-bf27-4914-8c79-9e874c82a40a', 'Teresa Walker', '754 Cruz Path\nEast Rosemouth, MI 55978', '356-230-4145x94232', 'jeffrey03@example.org', '2000-02-01', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.526+0530] {logging_mixin.py:188} INFO - ('8d90bf39-3d1e-43f8-9c5c-277f99745924', 'Rachel Gray', '393 Romero Port Apt. 141\nMccallside, LA 31673', '919-491-3166', 'rachelclark@example.org', '2005-12-12', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.527+0530] {logging_mixin.py:188} INFO - ('f2af51c2-45b4-4acf-a61c-79f762e92f15', 'Michele Porter', '52988 Ashley Ways\nPort Trevorfort, NJ 08260', '995-858-2233x46418', 'zachary84@example.net', '1997-09-02', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.527+0530] {logging_mixin.py:188} INFO - ('d918f27d-f037-444f-bba4-4082a74fbc45', 'Hector Day', '3589 Katherine Viaduct\nPort Christopher, PR 01771', '(517)743-1959', 'mark33@example.org', '1943-02-28', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.528+0530] {logging_mixin.py:188} INFO - ('b8bace2a-8b44-4fee-8321-32f28d3a0e13', 'Lisa Carr', '4026 Anita Overpass Apt. 363\nJonathanton, DC 20518', '(962)696-5919x8716', 'moralouis@example.net', '1969-01-21', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.529+0530] {logging_mixin.py:188} INFO - ('abf42cd5-53be-4af4-9601-0545aea43f74', 'Amanda Stein', '9124 Martin Islands Suite 108\nTiffanybury, TN 29086', '(725)939-3778x1628', 'edwardgonzales@example.com', '1987-08-17', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.529+0530] {logging_mixin.py:188} INFO - ('e429c39b-4486-42ba-b5c1-668cda4291a6', 'Karen Myers', '78882 Frederick Parkways\nJessicaland, AS 94793', '(725)785-8089x1987', 'williamwalters@example.com', '2005-12-03', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.530+0530] {logging_mixin.py:188} INFO - ('30e9432f-8d6f-4040-a325-69a9c6f0b9b1', 'William Perez', '3681 Michael Plain\nHartborough, OH 66936', '+1-757-895-0286x9891', 'juanbeck@example.com', '1970-12-23', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.531+0530] {logging_mixin.py:188} INFO - ('a48a8f2d-900f-42f1-8fe0-9206c55b070c', 'Katie Wright', '3890 Margaret Hollow Suite 584\nBradybury, NC 47474', '(479)412-0416', 'schneidermichael@example.net', '1953-04-15', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.533+0530] {logging_mixin.py:188} INFO - ('af03a0cb-cc48-481a-8ca3-676f5b3bd2e8', 'Kristin Colon', '65065 Davis Mountain Apt. 421\nNew Kelsey, OK 17242', '001-358-495-5235x64403', 'dianeblack@example.org', '1965-02-12', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.535+0530] {logging_mixin.py:188} INFO - ('9b7cd76d-cb04-4646-b8ff-ff44a89615f7', 'Michelle Mata', '09009 Ryan Crescent\nPort Mark, AZ 57111', '(383)698-6242x966', 'lindajohnson@example.com', '1980-01-06', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.536+0530] {logging_mixin.py:188} INFO - ('ee7a7685-7bb7-4404-9c0e-843d22e11e65', 'Anthony Cole', '8022 Jennifer Fields Apt. 325\nPort Adamfort, KS 10949', '001-288-411-5434', 'ann04@example.com', '1982-04-16', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.537+0530] {logging_mixin.py:188} INFO - ('443024d2-a8fd-438e-a560-c328086435c4', 'Jennifer Hernandez', '72343 Smith Bridge\nEast Hannahview, MS 69617', '450.656.7770x1830', 'evanstheresa@example.org', '1997-08-25', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.538+0530] {logging_mixin.py:188} INFO - ('cbdd53fa-2e51-4779-ab13-a0bcc9c4a8af', 'David Smith', '8807 Ferrell Plaza Suite 527\nPopeview, MD 86249', '808-733-9212x15595', 'lindsaycampbell@example.com', '1990-08-01', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.538+0530] {logging_mixin.py:188} INFO - ('4edc40ec-7acd-46ac-a4d8-542961945381', 'Monica Clark', '32785 Walters Rapid Apt. 012\nLawrenceberg, IN 67797', '6616085032', 'zgonzalez@example.com', '1964-05-05', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.539+0530] {logging_mixin.py:188} INFO - ('1a44cdfc-0733-41ba-b969-f32239e27681', 'Robert Ferguson', '461 Morales Branch\nLake Mary, KY 43115', '224-212-7410x750', 'rreid@example.net', '1974-01-31', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.539+0530] {logging_mixin.py:188} INFO - ('a62d3e13-c4ae-4fae-b8a5-fe3334feb5f2', 'Michael Padilla', '63929 Matthew Row Suite 041\nSouth Raymond, CT 24159', '(207)860-0202x8278', 'sandrahall@example.com', '1989-06-29', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.540+0530] {logging_mixin.py:188} INFO - ('02a3af50-e1b4-44cb-90d2-e98692c416de', 'Natasha Hodge', '4309 Lisa Station Suite 258\nFuentestown, OR 79724', '(666)223-1769x94749', 'tuckerkristen@example.com', '1978-07-01', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.540+0530] {logging_mixin.py:188} INFO - ('37458891-9343-48f8-a413-fef25ce91c6e', 'Timothy West', '064 Dyer Parkways Apt. 163\nBrooksview, WV 25172', '(224)441-6631x4585', 'austinsmith@example.net', '1969-10-08', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.541+0530] {logging_mixin.py:188} INFO - ('209712fd-356b-4a60-a2d0-e5a5738cb3c8', 'Andrea Gaines', '102 Myers Island Apt. 091\nMyersmouth, NH 18494', '(214)285-9638x96036', 'hullrobert@example.com', '1953-02-04', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.542+0530] {logging_mixin.py:188} INFO - ('e4db5d1f-9212-4d24-81c8-2494d13309fe', 'Blake Moreno', 'PSC 5286, Box 1485\nAPO AA 25337', '373-655-4216x9913', 'moorecody@example.org', '1953-02-22', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.542+0530] {logging_mixin.py:188} INFO - ('5d3f3c04-151b-4ded-a2fe-4379e75bf383', 'Marcus Mcintyre', '42067 Ryan Valleys\nLake Donald, AZ 57194', '(748)440-6840x9239', 'hfitzgerald@example.net', '1969-08-29', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.543+0530] {logging_mixin.py:188} INFO - ('7faf8255-c766-4ac2-ad75-376b96410e5b', 'Marie Myers', '72471 Sarah Overpass\nWest Cory, KS 64003', '+1-991-869-4163', 'gharding@example.com', '1966-06-04', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.543+0530] {logging_mixin.py:188} INFO - ('4b440644-9fbc-48b0-82a4-44496f6d0df4', 'Carmen Sharp', '73559 Jamie Valley Apt. 379\nSouth Laurafurt, MP 81643', '+1-352-853-8234x15145', 'apatel@example.org', '1984-05-01', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.544+0530] {logging_mixin.py:188} INFO - ('5faef8f1-4b6d-4974-a5dc-fbb7d5ba5c56', 'James Hall', '884 Rodriguez Inlet Apt. 887\nMurphyport, OH 39504', '001-753-349-7670x6799', 'ayerskiara@example.net', '1938-01-19', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.545+0530] {logging_mixin.py:188} INFO - ('8f763eab-45f7-429b-a861-da8412fa54d3', 'Carlos Stephens', '1407 Abigail Isle\nNew Tammyton, UT 17257', '001-929-295-9716', 'mitchellwilliams@example.org', '1991-09-24', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.545+0530] {logging_mixin.py:188} INFO - ('7cb31286-7317-4331-8db7-3d4a4fb332dc', 'Dr. Brandon Stewart', '596 Castro Greens Suite 274\nWest Josephfort, OH 39204', '001-417-432-0638x676', 'djackson@example.org', '1975-11-15', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.546+0530] {logging_mixin.py:188} INFO - ('2f83cefe-200f-4735-ad94-a70bfec99d29', 'Mr. Casey Reyes', '97568 Oneill Greens\nWellsshire, NH 82627', '001-312-661-9550x32677', 'dstewart@example.net', '1981-01-06', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.546+0530] {logging_mixin.py:188} INFO - ('d6770d36-8dd1-4cb1-8fb7-ccc94baf6b3f', 'Walter Chung', '5594 Sarah Burg Suite 159\nEast Joshualand, IA 36031', '001-653-287-8481x8105', 'davidstephenson@example.net', '2001-06-18', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.547+0530] {logging_mixin.py:188} INFO - ('3fff5857-d25f-45d8-bdc3-5dc776d087fd', 'Jennifer Graham', '587 Rachel Dale\nLake Joyceville, MI 35452', '(720)543-7683x25464', 'kimberlyvelazquez@example.org', '1993-01-31', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.548+0530] {logging_mixin.py:188} INFO - ('4d9cb573-09a7-4ca2-9ef3-c27a447a5ae1', 'Eileen Mitchell', '136 Jacob Shoal\nMoralesshire, WY 30137', '(734)221-3890x35224', 'ariasnatalie@example.com', '1934-04-05', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.550+0530] {logging_mixin.py:188} INFO - ('04198c08-fee0-4317-a041-459df8951e8b', 'Matthew Williams', '781 Montoya Parks Suite 454\nNorth Jennifer, LA 92748', '001-207-313-8751x508', 'robertsaimee@example.com', '1987-12-25', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.552+0530] {logging_mixin.py:188} INFO - ('50d3101a-db24-4afe-8887-09dc6fd5f111', 'Stephanie Ware', 'USCGC Smith\nFPO AA 90171', '297-927-3954', 'lisahunter@example.net', '1940-03-08', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.554+0530] {logging_mixin.py:188} INFO - ('f2aa178b-26ee-4b04-b47b-7c1b8a9323f3', 'Danny Howell', '242 Lee Cliff\nArmstrongland, CA 54149', '+1-845-952-4745x702', 'dfisher@example.org', '1957-01-15', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.554+0530] {logging_mixin.py:188} INFO - ('60b8fb79-f1b8-4454-9151-147176473f4a', 'Leonard Nunez', '571 Zimmerman Path\nNew David, WI 47252', '(693)276-6162x668', 'patrick70@example.org', '1966-03-10', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.555+0530] {logging_mixin.py:188} INFO - ('624b7654-0224-434c-9fe1-595a6b4fb884', 'Sherry Carrillo', '30328 Bryan Canyon\nNorth Ryan, VI 86791', '456.206.2036x1197', 'leslie35@example.net', '2003-06-12', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.556+0530] {logging_mixin.py:188} INFO - ('92e98dbc-597e-4201-85f2-06378864c91a', 'Margaret Shelton', '27830 Hill Vista Apt. 209\nSouth Jason, MP 98045', '652-648-1008x0509', 'ginacollier@example.org', '1990-05-30', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.556+0530] {logging_mixin.py:188} INFO - ('6682ff27-fdb0-466c-90a5-6738ded01c61', 'Courtney Lawson', '0733 Debbie Pike\nThompsonfort, TN 09288', '306-794-0292x489', 'davisethan@example.com', '2006-01-03', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.557+0530] {logging_mixin.py:188} INFO - ('c3877d38-f191-4b87-93a9-982f09fd791e', 'Michael Thornton', '21863 Marco Causeway Apt. 399\nGarymouth, PA 97189', '805.505.2833', 'phillipsshane@example.com', '1973-09-28', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.558+0530] {logging_mixin.py:188} INFO - ('fa094d14-f50b-43ee-899b-feaa2ce200e0', 'Edwin Simon PhD', '6263 Mcgrath Prairie\nPatriciastad, ID 40447', '522.250.7224x816', 'christine49@example.net', '1941-10-09', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.558+0530] {logging_mixin.py:188} INFO - ('790d418a-011e-40df-a39e-107fce7af123', 'Jasmine Ford', '270 Harvey Wells\nNew Tamarashire, KY 66764', '001-655-839-6108x0292', 'brownjustin@example.com', '1978-08-06', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.559+0530] {logging_mixin.py:188} INFO - ('c61b296a-7fc7-46f5-97a9-0bbff90f56db', 'Barbara Scott', '76783 Julie Burgs Apt. 108\nPort Douglas, CA 64583', '247.902.0488x553', 'beckmarc@example.com', '1982-05-06', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.559+0530] {logging_mixin.py:188} INFO - ('a43c5894-390a-4e4b-844a-4b607f3661e4', 'Tony Freeman', 'USCGC Wagner\nFPO AP 36494', '(676)678-4742x1577', 'thomaslong@example.org', '1951-01-20', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.560+0530] {logging_mixin.py:188} INFO - ('4e78ea95-fc81-4b95-85d5-73894660b9d0', 'Mark Mccann', '64830 Larson Dale Apt. 833\nJacobchester, GU 51764', '500.972.2396x697', 'kingmarvin@example.com', '1975-11-23', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.561+0530] {logging_mixin.py:188} INFO - ('25f362df-7001-40b0-84f3-79e45235b707', 'Colleen Richardson', 'Unit 9182 Box 5781\nDPO AP 09151', '658.798.9065x1832', 'rfarley@example.com', '1962-12-31', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.561+0530] {logging_mixin.py:188} INFO - ('744dcac8-93a0-4ab3-9b2f-7e0555b8391b', 'Timothy Mcguire', '970 Sharp Mountains\nEast William, DE 45283', '412.822.3406', 'gillespiejoseph@example.net', '1945-12-31', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.562+0530] {logging_mixin.py:188} INFO - ('9b35087b-90c4-48e2-8532-191bf7a59ac4', 'Brianna Young', '204 Cathy Viaduct Suite 223\nNew Timothyshire, DE 47262', '865-224-9547x18767', 'moralessylvia@example.com', '1967-02-18', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.562+0530] {logging_mixin.py:188} INFO - ('4999933d-08df-4d0d-bd50-80059050b04e', 'Robert Kelly', '276 Murphy Underpass Apt. 235\nCynthiaville, KY 50808', '794.581.1693x08740', 'lunderwood@example.com', '1992-01-11', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.563+0530] {logging_mixin.py:188} INFO - ('23d8e54e-9227-4242-a78d-ecf888b43d23', 'Megan Williams', '391 Lindsay Lakes Apt. 533\nEast Davidland, NY 77015', '001-603-945-8272x629', 'pwalters@example.org', '1938-10-13', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.563+0530] {logging_mixin.py:188} INFO - ('a80e065f-48d1-4dfe-b2c3-708136661045', 'Kathleen Jones', '75039 Moore Garden\nSouth Kristenshire, OH 96245', '867.988.5750x14985', 'villarrealanita@example.com', '1991-06-05', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.564+0530] {logging_mixin.py:188} INFO - ('de0618f1-5608-441f-86f0-18d65eacd219', 'Jessica Wu', '91481 Jason Courts Apt. 563\nLake Andrea, MS 43538', '745-473-9644', 'dmejia@example.org', '1991-04-17', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.565+0530] {logging_mixin.py:188} INFO - ('17a51ef8-98b3-42ac-b21e-0803e5a779c0', 'Tammy Allen', '898 Thompson Brook Suite 732\nScottborough, ID 04690', '(976)476-5759', 'joseph26@example.org', '1954-08-16', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.567+0530] {logging_mixin.py:188} INFO - ('4cf54f49-87b6-4536-8cb1-ff9441650eb5', 'Andrew Davis', '7887 Flores View Apt. 038\nJonesbury, TN 03469', '001-324-275-4980', 'alexander51@example.org', '1937-04-16', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.568+0530] {logging_mixin.py:188} INFO - ('b4d27089-de2e-47dd-b1e6-ab7b5a2c3de0', 'Michael Tran', '823 Hannah Fords Suite 503\nSouth Darren, NV 64600', '(871)421-1154', 'fstephens@example.net', '1981-11-09', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.569+0530] {logging_mixin.py:188} INFO - ('01b74b7a-bc7f-4080-b1b1-b1e1c68dcf39', 'Tabitha Steele', '85639 Gardner Valleys\nEast Ryanburgh, PA 64999', '821.994.0266', 'briangardner@example.org', '1997-07-04', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.570+0530] {logging_mixin.py:188} INFO - ('095b38e9-14a7-40ff-8961-742c788d0be1', 'Ian Hines', '93929 Martinez Throughway Suite 679\nNew Danny, TX 96905', '221.262.8313', 'ygordon@example.org', '1999-01-02', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.570+0530] {logging_mixin.py:188} INFO - ('e8f51e20-149c-40ac-9192-a0ce261ec2c3', 'Mary Lewis', '7353 Ryan Run Apt. 758\nLake Julie, KS 94096', '764.255.1121x677', 'kerrkevin@example.net', '1987-03-08', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.571+0530] {logging_mixin.py:188} INFO - ('1266f1ca-3500-440e-b191-ac0386c2acbb', 'Matthew Adams', '02036 Graham Gardens\nNew Matthewmouth, MH 50813', '(311)474-0659', 'jonesnicole@example.org', '1947-04-27', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.571+0530] {logging_mixin.py:188} INFO - ('1ddd15d8-025e-418e-ac1b-01461b3ea74e', 'Sabrina Hamilton', '12677 Duran Junction Suite 390\nEast Iantown, MS 51783', '(430)701-4612', 'pattersonbelinda@example.com', '2004-01-01', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.572+0530] {logging_mixin.py:188} INFO - ('8ec4abec-e6fd-4bf1-8b42-1aff947db74b', 'Carlos Riggs', '77139 Theresa Vista Suite 682\nMorganside, IL 39608', '816.218.6163x97689', 'zfuller@example.net', '1992-09-10', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.573+0530] {logging_mixin.py:188} INFO - ('e5c040f7-9706-4c65-aafe-b2a354500120', 'Nicholas Cooper', '10798 Anderson Village Suite 254\nWest Christopherhaven, NJ 35918', '(311)266-1338x4632', 'thomashill@example.com', '1991-04-01', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.573+0530] {logging_mixin.py:188} INFO - ('e6f0fedf-d6c2-450f-940a-917dd78c7a64', 'Katherine Murray', '5227 Kayla Wall Suite 572\nJudychester, CO 04552', '583.801.2524x809', 'susanjenkins@example.net', '1999-10-19', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.573+0530] {logging_mixin.py:188} INFO - ('ea6d9b15-6192-426f-980b-d90cbba95d02', 'Sarah Lester', 'Unit 3396 Box 5210\nDPO AA 23264', '399-890-0641x173', 'wallacerichard@example.net', '1952-07-25', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.574+0530] {logging_mixin.py:188} INFO - ('9a032907-4e1e-4426-9675-8e3530f0f39b', 'Laurie Rogers', '8557 Yang Springs Suite 426\nBassview, NE 87035', '4252367990', 'flewis@example.com', '1974-03-03', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.575+0530] {logging_mixin.py:188} INFO - ('2cff083d-4953-4cc6-a4b3-89bad98dd1a5', 'Loretta Collier', '4908 Campbell Track\nRodriguezfurt, IL 90288', '(631)639-5312x833', 'mary61@example.org', '1972-10-01', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.575+0530] {logging_mixin.py:188} INFO - ('f3f12ebd-dc9c-4233-b6e1-6d1107ebc320', 'Jackie Golden', '833 Elizabeth Loop\nParkerfort, IA 72622', '668-502-3679', 'daniel73@example.com', '1990-10-06', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.576+0530] {logging_mixin.py:188} INFO - ('782f0285-a1ba-4dd3-8f8e-190713c0f157', 'Marissa Jacobson', '7321 Hayden Garden Suite 622\nJesuston, GU 18351', '2356148806', 'john23@example.org', '1935-05-08', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.576+0530] {logging_mixin.py:188} INFO - ('c89681d7-37b0-47a2-b8b3-69c988cba5bb', 'Michael Wiggins', '32190 Russell Pass Apt. 116\nEast Shelby, PA 46230', '+1-585-360-9709', 'jennifer98@example.net', '1957-12-21', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.577+0530] {logging_mixin.py:188} INFO - ('40e4337f-540d-4e81-98ee-5645619a557f', 'Darren Brown', '6143 Hall Square\nPort Brendaport, FL 75129', '327.292.3055x24614', 'williamwood@example.net', '1946-09-14', Timestamp('2024-07-14 03:09:26.341142'))
[2024-07-14T03:09:26.577+0530] {logging_mixin.py:188} INFO - ('1ecaaa0e-6caa-4b67-88dd-592840d416d7', 'Tyrone Wood', '6641 Smith Meadow\nRussostad, AL 88411', '201.595.5391x98621', 'ytucker@example.org', '1939-08-30', Timestamp('2024-07-14 03:09:26.341142'))
