[2024-07-16T05:26:16.336+0530] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-16T05:26:16.362+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: raw_load_cards.insert_table manual__2024-07-15T23:56:10.673402+00:00 [queued]>
[2024-07-16T05:26:16.370+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: raw_load_cards.insert_table manual__2024-07-15T23:56:10.673402+00:00 [queued]>
[2024-07-16T05:26:16.370+0530] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2024-07-16T05:26:16.381+0530] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): insert_table> on 2024-07-15 23:56:10.673402+00:00
[2024-07-16T05:26:16.385+0530] {standard_task_runner.py:63} INFO - Started process 18920 to run task
[2024-07-16T05:26:16.388+0530] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'raw_load_cards', 'insert_table', 'manual__2024-07-15T23:56:10.673402+00:00', '--job-id', '1415', '--raw', '--subdir', 'DAGS_FOLDER/dag_raw_cards.py', '--cfg-path', '/tmp/tmp0iiyutvm']
[2024-07-16T05:26:16.390+0530] {standard_task_runner.py:91} INFO - Job 1415: Subtask insert_table
[2024-07-16T05:26:16.424+0530] {task_command.py:426} INFO - Running <TaskInstance: raw_load_cards.insert_table manual__2024-07-15T23:56:10.673402+00:00 [running]> on host kali
[2024-07-16T05:26:16.485+0530] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='raw_load_cards' AIRFLOW_CTX_TASK_ID='insert_table' AIRFLOW_CTX_EXECUTION_DATE='2024-07-15T23:56:10.673402+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-07-15T23:56:10.673402+00:00'
[2024-07-16T05:26:16.485+0530] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-16T05:26:16.505+0530] {logging_mixin.py:188} INFO - card_id`,`customer_id`,`card_number`,`card_type`,`expiration_date`,`security_code`,`ingetion_timestamp
[2024-07-16T05:26:16.654+0530] {logging_mixin.py:188} INFO - ('76c4789c-8413-4fae-bc29-f56b16660713', '790d418a-011e-40df-a39e-107fce7af123', 3588517709503954, 'debit', '11/26', 611, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.655+0530] {logging_mixin.py:188} INFO - ('57a4b3eb-f2aa-44ed-be35-29a9a0852936', 'ef0abf40-a6d9-4ced-a216-0ac223ea4f27', 376822910526642, 'debit', '04/27', 832, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.655+0530] {logging_mixin.py:188} INFO - ('d094f4a8-6750-42d9-8688-244d124ab376', 'd7810161-a579-4291-a30c-cbc5170b395d', 348076251039591, 'debit', '07/27', 525, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.656+0530] {logging_mixin.py:188} INFO - ('3f18bce7-b644-4e39-82e2-fa5aab89a63c', 'c61b296a-7fc7-46f5-97a9-0bbff90f56db', 4013047569212864514, 'debit', '09/26', 3684, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.656+0530] {logging_mixin.py:188} INFO - ('1388838b-e5dd-4d33-9856-f9718aac1001', '61bcdd0a-bc1c-48a1-b645-f08a88a0fb1b', 180090216703614, 'debit', '08/26', 514, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.657+0530] {logging_mixin.py:188} INFO - ('93f03141-151f-4d09-8ac7-1cff58dc9e53', 'e43860cc-809a-43f5-ae2c-dda52f247103', 4673171555519, 'debit', '10/26', 944, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.657+0530] {logging_mixin.py:188} INFO - ('801c5178-1344-419b-845c-cf6d9fed48b2', 'ea6d9b15-6192-426f-980b-d90cbba95d02', 6596261366322373, 'debit', '05/28', 174, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.658+0530] {logging_mixin.py:188} INFO - ('326452a9-7b38-40d4-87af-cb35b0a2dd60', '04433708-4b6a-4c25-9ffc-f5fbae9c143b', 2703133776278470, 'debit', '07/26', 825, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.658+0530] {logging_mixin.py:188} INFO - ('79de5538-011f-4265-a50f-25ae81a2c302', '3b79b600-6a04-4c83-99a7-3cd76d1a7e2c', 501857790098, 'debit', '09/26', 696, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.659+0530] {logging_mixin.py:188} INFO - ('9d7638c4-9673-461a-9632-b88134b8b1c2', 'ec3ee62b-962f-4bf0-8bf2-517b3adeece6', 4010500931105, 'debit', '11/24', 828, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.659+0530] {logging_mixin.py:188} INFO - ('af43ec2d-7023-43cc-86fe-48a8b4b4e03b', '94368dd2-c885-4baf-ab3e-7b6d01888cf4', 2236767417560113, 'credit', '03/27', 394, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.659+0530] {logging_mixin.py:188} INFO - ('9d220080-1b44-47ae-8320-e704d4882359', 'a48a8f2d-900f-42f1-8fe0-9206c55b070c', 30404169619663, 'credit', '03/28', 282, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.660+0530] {logging_mixin.py:188} INFO - ('0414cff0-a2e7-446e-9693-dbd246afbc19', '2fb84584-4089-47f7-b9bb-d51d60033c2a', 6011946090632611, 'credit', '09/26', 700, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.660+0530] {logging_mixin.py:188} INFO - ('ff4a9de4-a26d-4dd2-96d7-c6c38468a301', '5255d771-51f2-4e70-a81c-8abe835117c7', 3534664201874957, 'debit', '06/25', 671, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.661+0530] {logging_mixin.py:188} INFO - ('7ab98861-2b22-4814-8cbb-bb8dc1c084dc', '59af5891-84e4-417c-8323-47e0e3473223', 36980404867880, 'debit', '01/27', 575, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.661+0530] {logging_mixin.py:188} INFO - ('eb1c2baf-7b1d-4310-b3ac-e544d1c6a78d', 'b053dc1d-0c51-41c2-b9c9-f87b0829a924', 180071560691431, 'debit', '04/26', 562, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.661+0530] {logging_mixin.py:188} INFO - ('794e5f2f-f352-4159-9b55-05291ab3846b', '3a022970-36a8-4896-a457-875853caed3a', 6515133616191403, 'credit', '11/24', 940, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.662+0530] {logging_mixin.py:188} INFO - ('580ebba3-cdee-4b69-8c4e-87a19cd4663a', '3259d235-dcb4-4252-9d70-25eb1e1aa339', 3594586264385547, 'debit', '03/27', 579, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.662+0530] {logging_mixin.py:188} INFO - ('0436cccd-9677-4f68-b2c3-38309a1abcce', 'c2bd62de-0305-4465-9910-95b16f74e833', 344064453461841, 'debit', '11/26', 660, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.663+0530] {logging_mixin.py:188} INFO - ('2ef5b669-5d85-4d77-a345-d3588df3426a', '956fda63-d3a9-4ad6-86db-deb52fba426f', 4275418866194267898, 'credit', '12/25', 727, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.663+0530] {logging_mixin.py:188} INFO - ('15fce0aa-e065-4d60-8b21-cc4ba87240e4', '9fe93f6b-045b-41e7-a137-2ceaf93ce8e0', 571314175316, 'debit', '03/27', 152, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.663+0530] {logging_mixin.py:188} INFO - ('0aab0c49-45fc-4663-b22e-d776a70d18f4', '60987ea6-b004-48d7-beff-7a0d9aedabd3', 6011358079883365, 'credit', '12/27', 973, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.664+0530] {logging_mixin.py:188} INFO - ('514edede-67ef-4fbc-8440-c453af9e93e8', '91614bcc-7d4f-44d4-a2c6-90b872b899d5', 501854862239, 'debit', '04/25', 332, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.664+0530] {logging_mixin.py:188} INFO - ('7b1ef497-b7e4-4f10-bb81-0c324b0ddd54', '5fb64360-3eb5-4753-8e5f-83d4498eca6e', 3505552455071260, 'debit', '04/25', 706, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.664+0530] {logging_mixin.py:188} INFO - ('3c30be01-2cab-4869-a74e-e44445fa3dc4', 'c6c41456-1d22-479a-9534-5a4b2ce02e25', 4303863530444, 'debit', '01/25', 643, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.665+0530] {logging_mixin.py:188} INFO - ('e5c5e669-4ed3-4e6f-84c8-d775ca47c585', '0cc2b6c9-914c-4dc2-a759-4bc05ac50ff8', 3547460744412651, 'debit', '09/25', 226, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.665+0530] {logging_mixin.py:188} INFO - ('911413f6-85c8-4c3a-a4a7-ba2520e183e4', 'e4086890-144f-4a1b-9e14-30bab107261d', 3532710801542775, 'debit', '10/26', 940, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.666+0530] {logging_mixin.py:188} INFO - ('05e77d94-aadc-489c-b7c9-a6af076bca11', '16898fca-a4c0-48f4-8899-6f58c22d76b0', 4713757511625, 'credit', '09/25', 372, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.666+0530] {logging_mixin.py:188} INFO - ('e3d7fd24-f185-4141-b3d6-885a32f5a7a6', '5d3f3c04-151b-4ded-a2fe-4379e75bf383', 4383258254044620316, 'debit', '10/26', 798, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.666+0530] {logging_mixin.py:188} INFO - ('dd804c87-31ae-4f00-8c13-463d6a95dd61', 'f3c75380-b09c-42f9-ac7d-0b5073186020', 60466712407, 'debit', '12/24', 297, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.667+0530] {logging_mixin.py:188} INFO - ('c9a1b19d-11f7-45cd-880b-69a1fce51928', '45660a39-3a51-48b6-9f75-1bf845567d47', 4045510179827701, 'debit', '05/25', 240, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.667+0530] {logging_mixin.py:188} INFO - ('4af97000-311f-4bbc-8f7f-3afc0f0e9283', '8b2cd53e-7593-42b0-81db-15024fc4c84e', 4199576109022717, 'debit', '06/25', 396, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.668+0530] {logging_mixin.py:188} INFO - ('8da0d628-0d1f-411f-81e3-cb684761e17f', '163a8a03-ae94-4705-8927-3eb0a74fd96b', 213116992022589, 'debit', '05/27', 395, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.669+0530] {logging_mixin.py:188} INFO - ('04df9560-1afe-467e-965e-333a160f527c', 'c387f3b3-5803-4f0c-80cc-b1767b89add4', 2263564079300243, 'debit', '02/25', 435, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.669+0530] {logging_mixin.py:188} INFO - ('f06031e1-d00e-45c2-aa0a-ac8429b52fe8', '16c7c74e-ec4e-45cc-bbf5-8a92f7690632', 4933814076787474919, 'debit', '09/27', 857, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.670+0530] {logging_mixin.py:188} INFO - ('87d9b62d-70cb-49fc-ba4f-dffdcb5aa710', 'd8b7c931-fe83-48ad-86af-e2c4a026fb5e', 38636268943070, 'credit', '04/28', 875, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.670+0530] {logging_mixin.py:188} INFO - ('25ee8bdc-211b-4678-9149-8a8aa1c1b15b', '4dd47e51-cf9e-4b4f-b35d-03e7cae6d398', 4830884936214589, 'credit', '07/25', 344, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.671+0530] {logging_mixin.py:188} INFO - ('88330564-8c81-4b93-a057-29ac7dfed123', '1c876314-b7f8-4f2e-a6d4-1cc96e289a19', 372516063594597, 'credit', '02/28', 154, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.671+0530] {logging_mixin.py:188} INFO - ('b9bdd355-aa8a-4a50-a4ba-3631be5e7aac', '7e0d6801-4062-4c8a-b4dd-2b224cf468f1', 4239499680930053, 'credit', '01/28', 811, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.672+0530] {logging_mixin.py:188} INFO - ('eb4a0c5b-33fc-4278-8300-e76f85a7da6b', 'c3877d38-f191-4b87-93a9-982f09fd791e', 4889033629710343, 'credit', '06/28', 603, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.672+0530] {logging_mixin.py:188} INFO - ('0ef56b60-833f-4f95-8443-af22f33a84d1', 'fdb52495-8373-41ae-a3a6-d3943461e229', 36306543744105, 'debit', '11/25', 516, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.672+0530] {logging_mixin.py:188} INFO - ('e30c338e-4529-4cb1-951c-b79af84e8c7a', '5f535d1b-96e3-4b17-956b-e36cdb5b3a50', 3561754971367955, 'debit', '12/24', 504, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.673+0530] {logging_mixin.py:188} INFO - ('454eb542-fbca-4d80-8a13-043cc7b35bff', '5ad75f45-1a04-4466-bf6f-5e48e9c66708', 4349619460385619, 'debit', '06/28', 642, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.674+0530] {logging_mixin.py:188} INFO - ('0c32fe06-44fe-4265-9a4f-81ab29e5fa87', '8cb7cce6-3b05-4e81-9c67-a11a21211ab3', 6552228175642780, 'credit', '08/26', 735, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.674+0530] {logging_mixin.py:188} INFO - ('9d460e2d-33a5-4b1d-b04e-5a468cf3e259', '62005ae1-56b0-4442-8cc0-5b5b5aac49ff', 4060969929922716781, 'debit', '08/26', 147, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.675+0530] {logging_mixin.py:188} INFO - ('c2cd85c0-7a08-4557-ab80-d6cc7addb4ff', '56c31409-825e-414d-ae55-6fedee9aaeb3', 6555675305217874, 'debit', '01/25', 774, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.675+0530] {logging_mixin.py:188} INFO - ('dbbe6a76-8e81-4b0e-bd07-392881adaa67', '868dd066-2f61-408e-b51e-2b32a553c3a6', 4776076130286, 'credit', '01/27', 453, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.676+0530] {logging_mixin.py:188} INFO - ('d73943cb-8eaa-48a5-89f2-fd1a5c9ee124', '412b0295-9480-4e99-9017-3bc55decd04d', 30552065899688, 'credit', '03/27', 779, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.676+0530] {logging_mixin.py:188} INFO - ('7f2612ec-a18c-4fcb-8d07-dad43ec89d69', '4c0668d0-182f-4f3c-ad59-c563ac2513db', 30049116629966, 'credit', '04/28', 166, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.677+0530] {logging_mixin.py:188} INFO - ('6b14c3a4-d60f-401a-9eec-60af8e8f88ef', '63268b95-f747-4fcb-93cf-b6a857c61aa0', 6588567103423211, 'credit', '05/27', 267, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.677+0530] {logging_mixin.py:188} INFO - ('c6163249-55fd-4b0a-b35b-777ecf638f42', '299d990a-5a99-4d4b-9bfe-551ae2cb436a', 180065977920367, 'credit', '03/27', 607, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.678+0530] {logging_mixin.py:188} INFO - ('a909c866-549b-43a4-8902-65e3436eab74', 'a583e439-0c76-42b0-8508-a206119763b3', 343844839015788, 'credit', '11/24', 491, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.678+0530] {logging_mixin.py:188} INFO - ('86420f1f-41dc-46e9-a92d-7a3922365127', '03cd9d6e-8305-4c25-95b2-4ba6f8ef0363', 373205660480306, 'debit', '09/25', 369, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.679+0530] {logging_mixin.py:188} INFO - ('a26f4ea7-c4cd-4d1d-96c2-524ae71c2a9a', '605607db-af6f-4466-9efc-0c989340fe74', 4895522455228, 'credit', '05/28', 338, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.680+0530] {logging_mixin.py:188} INFO - ('4302d0ba-ccfb-4bb8-8d82-463dc06a6b7a', 'f940dbab-780c-45ac-a004-b5b1ff6ce7fe', 6011888124031701, 'credit', '10/27', 677, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.680+0530] {logging_mixin.py:188} INFO - ('7f09e734-9c45-4e52-b732-30bf6dc02cf0', '009c3103-443c-458e-8add-0dd3b21df9bb', 503832433091, 'debit', '01/28', 148, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.681+0530] {logging_mixin.py:188} INFO - ('22d19e15-d46a-4ca8-b4fe-cc7807604d94', '46d9ccfc-7174-4ba1-a787-c71fdbfbd931', 675979343307, 'debit', '09/24', 422, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.681+0530] {logging_mixin.py:188} INFO - ('5a97d7c1-c39e-42f5-bef3-be3c0ec223b0', '2b48efc3-d05c-4db9-8776-7452c7d95611', 4329189689394028, 'debit', '02/28', 445, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.681+0530] {logging_mixin.py:188} INFO - ('1f3e115c-79a9-4f11-9687-79f0b0aa5f2f', 'edf18d16-dd97-4ac7-9e6a-f9845088a911', 4555396885782788033, 'credit', '04/26', 83, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.682+0530] {logging_mixin.py:188} INFO - ('3d7c1b1c-b2ba-46fb-98ba-839042ba2f12', '8441c7d8-0da0-4473-ad70-c163735c1ca2', 213135845183877, 'debit', '12/27', 725, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.683+0530] {logging_mixin.py:188} INFO - ('8255bdcc-9ea6-49f7-82e4-b4eac0f8b35e', '9dd1bdba-e2ea-42fc-b386-edd308640d27', 584877377260, 'debit', '11/27', 1138, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.684+0530] {logging_mixin.py:188} INFO - ('50ece378-a2f8-4f32-81b7-3601a90b486d', '29d03ace-508f-42f5-af16-11d77ae909f5', 4091634697103909, 'credit', '11/26', 316, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.685+0530] {logging_mixin.py:188} INFO - ('dc872c72-7667-4516-bbe0-1702a12e440e', 'e62864aa-3dc0-43d0-84b2-28aaf26ad555', 3593406639820956, 'debit', '10/25', 737, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.686+0530] {logging_mixin.py:188} INFO - ('0bbb062a-f0b7-4cb6-b318-54fb7b9815c1', '62eefaa6-929b-49e6-87af-5cf397186d1e', 4168793520505149467, 'credit', '05/28', 2232, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.687+0530] {logging_mixin.py:188} INFO - ('638fa5af-7413-4cac-8659-6ae27b7552b3', '221f3a45-bed8-421a-9c8b-b3fe66580d9e', 3577257101921644, 'credit', '06/27', 774, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.687+0530] {logging_mixin.py:188} INFO - ('d18a3f54-d9af-404a-b9f6-4521f690c6c9', 'cc96bc8c-6e2b-4956-8a5e-479ec2ffca51', 4575957417527, 'credit', '08/24', 555, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.688+0530] {logging_mixin.py:188} INFO - ('cbec5ff2-a843-49fc-a0f0-e312d5bc6e6b', '7284c661-14bf-4805-80c9-d1c91268844d', 3599902166393825, 'credit', '07/26', 3143, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.688+0530] {logging_mixin.py:188} INFO - ('00f9ba2f-6806-4959-a136-e66aec8a9de7', 'c6c41456-1d22-479a-9534-5a4b2ce02e25', 371010640543492, 'credit', '12/24', 740, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.689+0530] {logging_mixin.py:188} INFO - ('dad88335-9442-44c2-a23b-a3a09453fef9', '77414772-729c-46ef-89fb-a6b272721094', 60465241259, 'credit', '08/27', 317, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.689+0530] {logging_mixin.py:188} INFO - ('af2766c5-7c22-4d2a-8f58-450eba3199d5', '93223865-0fed-494a-a603-ac5bd44e688e', 4134128861850287, 'credit', '05/28', 728, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.690+0530] {logging_mixin.py:188} INFO - ('1e936f3e-e97d-4f05-9717-4fdf384c6088', '4d6ea108-931d-486a-8a1c-ce1af1bc686a', 372944565570800, 'credit', '03/26', 990, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.691+0530] {logging_mixin.py:188} INFO - ('b4e24877-d372-4d3f-ac1b-7b8059e73dc0', '02a3af50-e1b4-44cb-90d2-e98692c416de', 180003365776208, 'credit', '02/25', 348, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.691+0530] {logging_mixin.py:188} INFO - ('f3f7e5ad-a6da-40fe-816b-0e55ba837261', '3aed7336-ade0-46e0-aabb-2dbc490034a7', 3563009276320326, 'credit', '08/27', 66, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.692+0530] {logging_mixin.py:188} INFO - ('f3f399ac-efa1-4781-9f11-e7b8917d62de', '456cbd64-7e46-4a88-99ec-c9dde7e29d28', 4886668237433466, 'debit', '01/25', 434, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.693+0530] {logging_mixin.py:188} INFO - ('04056235-ea3f-4ab6-a06e-03176f9d2ff2', '39c9ed3f-ff5b-4aa9-9e1a-f530b1c30353', 30005750881867, 'credit', '05/26', 360, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.694+0530] {logging_mixin.py:188} INFO - ('33686374-1679-4bcc-831b-b94e0d4e443e', '4dd47e51-cf9e-4b4f-b35d-03e7cae6d398', 30297523189344, 'credit', '08/26', 716, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.695+0530] {logging_mixin.py:188} INFO - ('88c6baa4-ca91-4951-8062-602118336be0', '3dbe206c-c738-41ed-9784-ccadc642c35b', 4260329483942260728, 'debit', '11/27', 721, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.695+0530] {logging_mixin.py:188} INFO - ('ee872f57-cb88-4db0-ba37-777b5f611b08', 'b8dedd32-89e2-4369-96bb-7ed22bf5b825', 213174259319966, 'debit', '12/27', 752, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.696+0530] {logging_mixin.py:188} INFO - ('8cef22da-2f82-468c-9e86-d58e73f6607a', 'f3a502d4-6063-4590-83d5-6f15525c1a0f', 180050348864874, 'credit', '06/28', 748, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.696+0530] {logging_mixin.py:188} INFO - ('77abc0b7-c09e-43e4-917f-1bc8ae80ffd6', '3b79b600-6a04-4c83-99a7-3cd76d1a7e2c', 3553291849637343, 'credit', '01/27', 91, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.697+0530] {logging_mixin.py:188} INFO - ('e0adcd14-4e49-4eb4-9e98-88f789b69c10', '67ca2034-0913-4ee7-851f-5361de7c5eb5', 213134081011819, 'credit', '12/25', 85, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.697+0530] {logging_mixin.py:188} INFO - ('00e5454c-12e0-45e0-9c7f-0ec589bdc11f', 'ed08aa00-5c16-487a-b1d2-9f532bceef50', 4288569159800075081, 'debit', '01/27', 860, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.698+0530] {logging_mixin.py:188} INFO - ('bc743f8d-0e50-49db-b3c0-3b8d2b47391c', '40377afa-8e8a-4a7c-986b-000704951da7', 3534901853007654, 'debit', '12/27', 342, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.698+0530] {logging_mixin.py:188} INFO - ('d30862ce-291a-47dd-8407-7e9a349b0ee5', '582c88fc-e2f4-4b89-bd2c-99bb02764f4d', 4762334251809924530, 'credit', '09/27', 677, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.699+0530] {logging_mixin.py:188} INFO - ('63a7ad2f-4dcc-488e-9f0a-82eb16cbd7c1', '3259d235-dcb4-4252-9d70-25eb1e1aa339', 36430862601652, 'credit', '08/27', 552, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.700+0530] {logging_mixin.py:188} INFO - ('567e658a-05ec-4451-a374-0c9fd834303b', '03aa5dd7-5502-4c46-96b6-ceefb949e090', 30304434445763, 'credit', '11/26', 744, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.702+0530] {logging_mixin.py:188} INFO - ('bf1d646e-4786-48c8-9410-90d017d06eb1', 'd775b95c-aa90-4efc-a0fc-d122f8734fce', 4824511508045, 'debit', '02/25', 4687, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.703+0530] {logging_mixin.py:188} INFO - ('07c5ae5c-c9a8-49cf-a860-4753f7f8d864', 'b02fe948-38c0-4036-93e7-2b53f9f66e15', 4041146372777346, 'debit', '12/27', 0, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.704+0530] {logging_mixin.py:188} INFO - ('e214a11a-3407-44f5-9f37-fe94876441ed', 'c67e1c01-0924-49a4-bb6e-f28cb38d2390', 373841009474632, 'debit', '02/28', 59, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.705+0530] {logging_mixin.py:188} INFO - ('54eafe72-68af-4399-b412-ea0ec67be98c', 'b3c01a0b-76d4-43cb-aa31-0701d6c751d1', 4704812008366406985, 'debit', '03/28', 503, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.706+0530] {logging_mixin.py:188} INFO - ('0c338dba-fb19-4e82-8e4a-8c421ab0e254', 'f83f5fb2-d410-4fb7-b1c3-4a238279d6af', 4870939666190961017, 'debit', '07/27', 165, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.706+0530] {logging_mixin.py:188} INFO - ('837a19de-4458-48ba-a538-670f4e457f73', '36350439-847e-46f9-8a61-fbe0d8c7587b', 4676310035309069759, 'credit', '03/25', 393, Timestamp('2024-07-16 05:26:16.503890'))
[2024-07-16T05:26:16.707+0530] {logging_mixin.py:188} INFO - ('129fb1a7-479f-481d-9b16-93aa992212bd', 'f2dfe03b-5fc7-4ed2-94f2-c0820597f21c', 3543139391870049, 'debit', '07/24', 926, Timestamp('2024-07-16 05:26:16.503890'))
