[2024-07-13T18:46:48.924+0530] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-13T18:46:49.310+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: raw_load_employees.insert_table manual__2024-07-13T13:16:38.211013+00:00 [queued]>
[2024-07-13T18:46:49.339+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: raw_load_employees.insert_table manual__2024-07-13T13:16:38.211013+00:00 [queued]>
[2024-07-13T18:46:49.340+0530] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2024-07-13T18:46:49.390+0530] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): insert_table> on 2024-07-13 13:16:38.211013+00:00
[2024-07-13T18:46:49.415+0530] {standard_task_runner.py:63} INFO - Started process 45053 to run task
[2024-07-13T18:46:49.423+0530] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'raw_load_employees', 'insert_table', 'manual__2024-07-13T13:16:38.211013+00:00', '--job-id', '1308', '--raw', '--subdir', 'DAGS_FOLDER/dag_raw_employees.py', '--cfg-path', '/tmp/tmp7vurkmnt']
[2024-07-13T18:46:49.427+0530] {standard_task_runner.py:91} INFO - Job 1308: Subtask insert_table
[2024-07-13T18:46:49.560+0530] {task_command.py:426} INFO - Running <TaskInstance: raw_load_employees.insert_table manual__2024-07-13T13:16:38.211013+00:00 [running]> on host kali
[2024-07-13T18:46:49.784+0530] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='raw_load_employees' AIRFLOW_CTX_TASK_ID='insert_table' AIRFLOW_CTX_EXECUTION_DATE='2024-07-13T13:16:38.211013+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-07-13T13:16:38.211013+00:00'
[2024-07-13T18:46:49.785+0530] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-13T18:46:49.864+0530] {logging_mixin.py:188} INFO - employee_id`,`branch_id`,`name`,`position`,`salary`,`hire_date`,`ingetion_timestamp
[2024-07-13T18:46:50.056+0530] {logging_mixin.py:188} INFO - ('a32b7781-5fe8-4a1c-8b43-92cbbb075e05', '4632ad44-a3aa-4f82-8959-f731f1cff161', 'Adam Velazquez', 'security', 53155.46, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.058+0530] {logging_mixin.py:188} INFO - ('8cd87bee-da23-4d66-a9ff-c30f3b15d510', 'dab54483-7041-4d76-ac95-934241f3d49f', 'Kevin Bush', 'security', 40459.96, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.059+0530] {logging_mixin.py:188} INFO - ('59d368a2-6c32-4a0e-b7c3-643c399252b9', '62f083a6-c2f3-4555-9879-f8196c4551c2', 'Nancy Fry DVM', 'manager', 75214.95, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.060+0530] {logging_mixin.py:188} INFO - ('bcac9b96-6aaf-413b-8be9-421a02a1b527', 'aa4c2fe0-2633-478c-b1bb-9bdbf87a072b', 'Christopher Sims', 'security', 117574.94, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.061+0530] {logging_mixin.py:188} INFO - ('f044bc38-7698-4ae6-adbc-496a4b82cbe8', '7cd0db9c-a043-46b4-ba57-8bee4e6d6823', 'James Lynch', 'customer service', 40810.73, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.062+0530] {logging_mixin.py:188} INFO - ('d21aff60-cb37-4ba2-a529-9a309f7684c3', 'df215613-b87f-466a-89e5-31178b8681d0', 'Madeline Miller', 'manager', 30224.39, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.063+0530] {logging_mixin.py:188} INFO - ('21e26697-9cae-4654-80a6-22625e6106fd', '63edbb36-10ed-429c-8111-3260eadc6f50', 'James Jimenez', 'teller', 93115.33, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.064+0530] {logging_mixin.py:188} INFO - ('546080af-cc4b-4a2d-8d6e-36c579f22854', '24748b17-fcea-4ac6-9feb-0b240dd60044', 'Kenneth Jones', 'security', 74492.98, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.066+0530] {logging_mixin.py:188} INFO - ('0ca3ae03-b708-47fb-be74-b2c40ada52ba', '06c68314-2b07-4094-b51b-fc27829458b9', 'Darren Smith', 'security', 42597.85, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.067+0530] {logging_mixin.py:188} INFO - ('ce7a4b3e-c9e5-4fe3-b9dc-671329f6d7b4', 'd65be54f-d583-419e-b41d-9156ee90f41f', 'Ashley Turner', 'security', 65091.85, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.068+0530] {logging_mixin.py:188} INFO - ('3fc9432d-5bb3-4a8b-8ad9-c78f6f7fcbed', '1fd08f4d-91ce-4d6d-b34b-b9560e3bd055', 'Anthony Williams', 'teller', 77484.46, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.069+0530] {logging_mixin.py:188} INFO - ('4774b18d-cc13-4d74-901e-8e76287ff1fe', 'f5672011-5eb8-489a-bd7c-1b71ce427ff5', 'Natasha Peterson', 'security', 66081.91, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.070+0530] {logging_mixin.py:188} INFO - ('c89dc80a-3e00-4761-8dc6-457ce42ee61d', '9a76e6c5-5147-40e6-aa71-26fbe2ee2c78', 'Rebecca Pena', 'manager', 53841.56, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.071+0530] {logging_mixin.py:188} INFO - ('05c42e31-5a10-4a37-88b4-b7d7f1933c24', 'c475a607-7b08-40c2-8d91-eb2c614b7222', 'Daniel Reed', 'customer service', 117208.85, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.073+0530] {logging_mixin.py:188} INFO - ('d2ac6c4f-60ff-4e03-9e1c-be1c05436b7e', 'ca53c679-a2b3-49fd-b997-02286e611beb', 'Raymond Kelley', 'manager', 30995.65, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.074+0530] {logging_mixin.py:188} INFO - ('1903a32d-c9d6-4b45-95d6-12883f43acd0', '62f083a6-c2f3-4555-9879-f8196c4551c2', 'Candace Henson', 'security', 55217.99, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.078+0530] {logging_mixin.py:188} INFO - ('9493d321-b0dc-45e8-8c49-9fa27cabbf20', '18d9e595-8b68-4427-abfd-56451dc2bf08', 'Kimberly Davis', 'customer service', 103452.91, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.080+0530] {logging_mixin.py:188} INFO - ('0c5fa231-fb77-4a4c-b943-6e852ed2304f', '0358f3d7-1e8d-4fb9-9e4e-8b1f8dc22cca', 'Tami Stephens', 'teller', 71162.07, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.082+0530] {logging_mixin.py:188} INFO - ('3ccb699e-af59-49ee-97d9-890c56905263', '381769b6-baa8-426a-9845-2e8a04209f13', 'Christopher Matthews', 'manager', 63305.11, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.084+0530] {logging_mixin.py:188} INFO - ('2d67ea48-e643-494c-a828-b1ac55703d2e', '31bd2c43-bdc0-41e1-987d-8909b6d7da0b', 'Robert Maldonado', 'manager', 117694.45, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.099+0530] {logging_mixin.py:188} INFO - ('fdbddf81-0a9b-4819-bcae-774656c0cd96', '6e483c61-c259-46c3-91d9-fd4536691ad8', 'Robert Harvey', 'manager', 100966.97, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.100+0530] {logging_mixin.py:188} INFO - ('9bfab813-f85d-4434-825a-3bbc19610d0d', 'e39c6a93-f30d-4635-b9d0-0cff31e99edc', 'Diane Brown', 'customer service', 48897.2, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.101+0530] {logging_mixin.py:188} INFO - ('c6004f66-a3a3-4b16-bdf1-7d9d3e9c945c', '0017a6c8-1da5-4882-a4e3-ec8538eb217b', 'Edward Smith', 'manager', 96722.67, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.102+0530] {logging_mixin.py:188} INFO - ('7c429b5b-898f-429f-adc3-63c92af3a642', '4632ad44-a3aa-4f82-8959-f731f1cff161', 'Pamela Moore', 'teller', 42569.09, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.116+0530] {logging_mixin.py:188} INFO - ('f3ddf2c6-58f9-4186-9148-8df3318e3c66', '39711f22-c2b3-490c-b212-36207eb210d6', 'Jessica Walsh', 'security', 58634.99, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.119+0530] {logging_mixin.py:188} INFO - ('d0b6a558-0181-483e-97c6-26a2e127d006', '4df06955-064a-4b80-8a56-3cfc0f8ee03a', 'Mallory Robertson', 'manager', 106133.45, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.141+0530] {logging_mixin.py:188} INFO - ('e9efb60d-8d20-4062-baae-a58104c7a4a4', 'aa4c2fe0-2633-478c-b1bb-9bdbf87a072b', 'Robert Maldonado', 'customer service', 30302.07, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.147+0530] {logging_mixin.py:188} INFO - ('27755617-82af-4f9c-83fb-e579bba57f0a', '92e39db0-70f5-465e-bed4-35b545b43395', 'Samantha Kane', 'customer service', 59821.25, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.153+0530] {logging_mixin.py:188} INFO - ('4d3ad744-481f-4718-a01e-c4dc8a27c38e', 'afec9c92-b0ba-4602-88a7-b7b54ef26fba', 'Mr. Kenneth Herring', 'customer service', 43230.19, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.161+0530] {logging_mixin.py:188} INFO - ('518b980f-039c-4043-8892-2642e734bbc9', '8124d67f-c683-4821-abad-a9cb96bf82ec', 'Mrs. Vanessa Sanchez MD', 'manager', 44724.85, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.168+0530] {logging_mixin.py:188} INFO - ('20885686-69de-49fb-8d9a-34575d269b20', 'd0aead11-c305-4cf6-ad5b-7df7671ff342', 'Christopher Allen', 'manager', 86994.5, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.179+0530] {logging_mixin.py:188} INFO - ('1b45dfe0-458a-4b00-b9e0-ac11eaaa309b', 'a68ced35-dd01-487e-b2bf-4de03446684e', 'Heather Klein', 'manager', 66169.77, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.195+0530] {logging_mixin.py:188} INFO - ('f902cdb7-a6c3-412e-b743-da5e6bb845a0', 'c3caeb58-3b55-481b-bb2d-9acb8a785dbe', 'Heather Schmidt', 'teller', 43282.12, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.196+0530] {logging_mixin.py:188} INFO - ('5b84367e-69c8-46d1-8b37-add239f4471d', 'c0398821-c1ba-4bd1-a39a-ef3cfa6c27bb', 'Cindy Daniels', 'teller', 44379.68, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.197+0530] {logging_mixin.py:188} INFO - ('9dcec39d-4b4f-4236-90be-48d62fbde35e', 'd65be54f-d583-419e-b41d-9156ee90f41f', 'Bridget Meadows', 'manager', 99506.89, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.199+0530] {logging_mixin.py:188} INFO - ('c726410b-366a-4745-a8cb-35cc42dceb64', '9ebdc262-e6f9-483c-84c2-aad056841bdb', 'Nicole Barnes', 'teller', 74743.71, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.201+0530] {logging_mixin.py:188} INFO - ('3d8b4675-5053-4595-b3f4-8d44eb0375e8', '081a39bb-980b-494b-9d55-d11ad9d4ced8', 'Timothy Jackson', 'manager', 109031.61, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.203+0530] {logging_mixin.py:188} INFO - ('6a2ffcfd-d4ab-4155-90a4-298d373b7c43', '63edbb36-10ed-429c-8111-3260eadc6f50', 'Kevin Bryan', 'teller', 82151.15, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.207+0530] {logging_mixin.py:188} INFO - ('d8a87b5b-a6e8-4e00-b5cc-0b16d5a9dae8', '421f1f2c-a4e5-4c50-81e4-6a86c107193e', 'Kristen Cox', 'customer service', 68238.51, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.208+0530] {logging_mixin.py:188} INFO - ('43e16a6a-c232-473e-8034-d8e77e0f442d', '18d9e595-8b68-4427-abfd-56451dc2bf08', 'Joe Mason', 'security', 69728.71, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.209+0530] {logging_mixin.py:188} INFO - ('9947363a-844b-4fda-aebc-fd28c5d0d0af', '8b814633-a85f-4dd5-b16c-7af1be2f7022', 'Stephanie Miles', 'manager', 96555.72, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.210+0530] {logging_mixin.py:188} INFO - ('402989f6-d69b-47d3-9e69-f57352f4acfd', '4d819a1c-f067-4b87-8c03-f0e3ed85e0f7', 'Kevin Norris', 'customer service', 31373.71, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.211+0530] {logging_mixin.py:188} INFO - ('4d3aa92d-e3b8-443f-b9d0-03ba6431444e', 'a68ced35-dd01-487e-b2bf-4de03446684e', 'Alicia Hart', 'teller', 110859.49, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.213+0530] {logging_mixin.py:188} INFO - ('0cf68dcc-5b9e-4f49-bf54-58bf03977327', '62f083a6-c2f3-4555-9879-f8196c4551c2', 'Roy Vang', 'teller', 102586.31, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.214+0530] {logging_mixin.py:188} INFO - ('7e021c98-9c06-4d8d-aa9e-cd3d20013d04', '9c14c663-4f29-440e-88b3-4a3c08948a45', 'Robert Vance', 'security', 48597.03, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.215+0530] {logging_mixin.py:188} INFO - ('989648ed-8693-43a6-bb02-9a18236c01ef', '4d819a1c-f067-4b87-8c03-f0e3ed85e0f7', 'Dakota Warren', 'teller', 34293.36, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.219+0530] {logging_mixin.py:188} INFO - ('12626c60-5579-47a6-9180-5c11e32c8021', '4c323c9d-1185-4943-ba98-c2d9f3e264eb', 'Jeremy Crawford', 'security', 95844.8, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.221+0530] {logging_mixin.py:188} INFO - ('c1dd0921-f999-4443-a1a8-16ccc879ec4d', '2c57c68e-40fb-48ae-90dd-710e1e7917ed', 'Michael Keith', 'security', 112117.73, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.222+0530] {logging_mixin.py:188} INFO - ('9029a6ea-7505-4f29-91aa-d9dc21498dbb', 'f021f99c-985d-4b54-8ba0-8c80bf768f70', 'Kenneth Alexander', 'manager', 51396.54, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.223+0530] {logging_mixin.py:188} INFO - ('26e4e195-4839-4fc9-aafe-6c7513f8fa8e', '2fe46839-a496-453a-a617-686238315ca3', 'Shawn Williams', 'customer service', 100266.74, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.226+0530] {logging_mixin.py:188} INFO - ('12bc7ec3-8985-4cc4-a022-31cb129cd67d', '8b814633-a85f-4dd5-b16c-7af1be2f7022', 'Maria Melendez', 'customer service', 33204.38, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.228+0530] {logging_mixin.py:188} INFO - ('a796d602-f34c-47fc-aedf-e7006c705269', '7cd0db9c-a043-46b4-ba57-8bee4e6d6823', 'Andrew Smith', 'security', 44969.41, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.229+0530] {logging_mixin.py:188} INFO - ('00af8181-947a-4d56-a6de-50d1e69231a8', '18d9e595-8b68-4427-abfd-56451dc2bf08', 'Kristina Keller', 'manager', 98504.88, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.231+0530] {logging_mixin.py:188} INFO - ('c7c54c91-90e9-4fdf-ad88-663b230cf5cb', '2c57c68e-40fb-48ae-90dd-710e1e7917ed', 'Alexandra Everett MD', 'security', 96069.61, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.232+0530] {logging_mixin.py:188} INFO - ('45564b87-3b8d-488d-a9d0-ad3ce681c096', '0549e3fc-7c49-4afd-abfa-7aafe7a10018', 'Emily Reed', 'manager', 91639.18, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.233+0530] {logging_mixin.py:188} INFO - ('07aceac9-395e-456a-bfd5-92e8f6a00d62', '7bed5ed9-c69b-4e7d-bae9-6cff87c7e181', 'David Kelly', 'security', 68911.47, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.236+0530] {logging_mixin.py:188} INFO - ('9f7b2d5b-df39-4da6-bd21-bcba3879adf9', 'afec9c92-b0ba-4602-88a7-b7b54ef26fba', 'Courtney Tate', 'customer service', 38758.77, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.238+0530] {logging_mixin.py:188} INFO - ('dec968c2-ac9c-4d12-9969-2d5f09f5f1a7', '9a43d826-79a5-4e0f-9585-542787ee0506', 'Mark Taylor', 'customer service', 81022.72, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.240+0530] {logging_mixin.py:188} INFO - ('ae56c2b4-5295-4aa2-91b1-c4709b9a55cb', 'd65f081a-192f-4e17-ad29-8a7e163bd40e', 'Anna Valdez', 'security', 66115.8, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.242+0530] {logging_mixin.py:188} INFO - ('9e616b70-6321-40d3-8282-4f2f2f482efb', '9c14c663-4f29-440e-88b3-4a3c08948a45', 'Sara Brewer', 'security', 91730.99, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.244+0530] {logging_mixin.py:188} INFO - ('bae49c89-f8fa-47e2-909f-cda1ecbd62e1', '259e585c-76d8-4eb9-a29c-6f39c0437f7b', 'Maria Wise', 'teller', 84852.79, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.247+0530] {logging_mixin.py:188} INFO - ('c821a07e-f0dc-4c5c-9e7c-218cd72e6fe4', 'ba8b8247-eb2c-4b37-b321-520ddeeb6fb2', 'Megan Stewart', 'security', 34973.66, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.250+0530] {logging_mixin.py:188} INFO - ('77e6a124-5739-4595-9ae7-54c9cd4caf22', '12eac149-5da8-4b60-9151-330dd6c81959', 'Rachel Davis', 'security', 68727.15, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.252+0530] {logging_mixin.py:188} INFO - ('ea0a35e6-d757-4845-ae98-51e4272c4fc8', 'e5c825d2-7221-4ed6-9929-30c0e7763ac8', 'Theresa Clayton', 'teller', 87843.49, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.257+0530] {logging_mixin.py:188} INFO - ('c3fa08ce-d0ef-455b-a9d3-12b3d1da1524', 'cb7400f0-1ac6-45cd-a531-7890fa5f385d', 'Jacqueline King', 'security', 85380.05, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.264+0530] {logging_mixin.py:188} INFO - ('7e01a34a-7773-43c4-8adb-47bd92439a47', '4ae1550e-1549-4434-ae6c-42adb2e07648', 'Michael Rivera', 'customer service', 40539.49, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.268+0530] {logging_mixin.py:188} INFO - ('2daa9f02-fac7-4782-822d-89eadd20da7c', '4fc1b986-c0b3-4bd3-b58f-25a90ddb0707', 'Kimberly Brown', 'security', 36954.95, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.271+0530] {logging_mixin.py:188} INFO - ('66df442a-61a0-4b8e-be99-a73803dc0c5b', '381769b6-baa8-426a-9845-2e8a04209f13', 'Jerry Brennan MD', 'teller', 119196.48, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.273+0530] {logging_mixin.py:188} INFO - ('17c27d82-a102-49ba-90bb-fb0374b7057e', '9a76e6c5-5147-40e6-aa71-26fbe2ee2c78', 'Marilyn Jackson', 'security', 69327.61, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.276+0530] {logging_mixin.py:188} INFO - ('903ca54e-b5e1-4304-a7df-4f2502fa55d3', '9ebdc262-e6f9-483c-84c2-aad056841bdb', 'Jessica Smith', 'customer service', 71742.43, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.277+0530] {logging_mixin.py:188} INFO - ('f9cd1033-5457-400a-b23a-f7f2f94caf57', '4e0b330b-ad4e-42a9-9f38-55b5fb2e2b51', 'Olivia Jones DDS', 'customer service', 115159.76, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.278+0530] {logging_mixin.py:188} INFO - ('c8b97ad7-d94c-4f0e-9bfe-5dfa9946243e', 'a82326c8-1765-41cb-a05f-044ac74d5836', 'Lori Martin', 'security', 30830.57, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.280+0530] {logging_mixin.py:188} INFO - ('14b4ffba-5411-4029-a204-df10777c8ef7', 'a4faeda3-7786-4192-96ec-1e6529ee5a7b', 'Michelle Mitchell', 'teller', 91911.38, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.282+0530] {logging_mixin.py:188} INFO - ('5e17ec51-9b47-4f47-89fa-adc6caa8dfe1', '12eac149-5da8-4b60-9151-330dd6c81959', 'Bruce Conway', 'customer service', 81103.88, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.285+0530] {logging_mixin.py:188} INFO - ('6b52db0d-1f5b-477d-858a-4d22fc82b8f7', '2c57c68e-40fb-48ae-90dd-710e1e7917ed', 'Mr. David Durham', 'customer service', 83321.81, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.289+0530] {logging_mixin.py:188} INFO - ('158f1e25-4df3-42a1-9b1d-f200289d4b4e', '130dc240-e4e3-42ce-8044-d79c5570ae49', 'Travis Roberts', 'manager', 112081.73, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.293+0530] {logging_mixin.py:188} INFO - ('c89757cb-63c3-4acd-b54a-8d7827319f73', '1fd08f4d-91ce-4d6d-b34b-b9560e3bd055', 'Cameron Snyder', 'manager', 96270.47, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.295+0530] {logging_mixin.py:188} INFO - ('14fcfe7a-65d7-4d04-909c-87642db0da29', '9a43d826-79a5-4e0f-9585-542787ee0506', 'Sherry Jackson', 'customer service', 39408.22, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.297+0530] {logging_mixin.py:188} INFO - ('dae60012-dd7a-4f91-948c-49591a41c75f', 'ba8b8247-eb2c-4b37-b321-520ddeeb6fb2', 'Robert Flores', 'customer service', 63144.39, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.298+0530] {logging_mixin.py:188} INFO - ('371640f2-783f-4eb9-8ea9-04ca8bb972ac', '656e2ec3-a971-4863-b71e-b33f7e330989', 'Melissa Adkins', 'security', 88280.61, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.299+0530] {logging_mixin.py:188} INFO - ('6060a7b5-1e57-48e3-b480-aa4b5ee35e80', '4632ad44-a3aa-4f82-8959-f731f1cff161', 'Kenneth Levy', 'manager', 91469.84, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.301+0530] {logging_mixin.py:188} INFO - ('82581647-3f9a-42b9-a176-cd3220703751', '18d9e595-8b68-4427-abfd-56451dc2bf08', 'Darrell Smith', 'manager', 68183.19, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.303+0530] {logging_mixin.py:188} INFO - ('77e31c78-a38d-4efd-92f1-740665c4c129', '501edf4b-346f-4d98-b253-def1381e9aaf', 'Kaitlyn Rojas', 'customer service', 45438.52, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.304+0530] {logging_mixin.py:188} INFO - ('67649401-3591-4301-b0c6-3a196e86d471', '3cc19ebb-1f39-4ba3-9c3c-926052ae7649', 'Kevin Brooks', 'customer service', 60724.06, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.306+0530] {logging_mixin.py:188} INFO - ('4420f348-0612-463d-ab8c-5e7204d21739', 'f021f99c-985d-4b54-8ba0-8c80bf768f70', 'Jeremy Galvan', 'security', 87222.45, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.307+0530] {logging_mixin.py:188} INFO - ('b9d45dd0-2ad4-43f5-8865-50df5f212bde', '381769b6-baa8-426a-9845-2e8a04209f13', 'Briana Ramos', 'security', 48223.81, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.309+0530] {logging_mixin.py:188} INFO - ('a2c074ff-acfc-47a6-954c-f8a51e0ad87f', '8b814633-a85f-4dd5-b16c-7af1be2f7022', 'Christine Brown', 'customer service', 50629.91, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
[2024-07-13T18:46:50.311+0530] {logging_mixin.py:188} INFO - ('122a5494-a7ba-4e40-83f4-f306a689cb3f', 'a68ced35-dd01-487e-b2bf-4de03446684e', 'Christine Aguirre', 'manager', 59934.32, '2024-07-09', Timestamp('2024-07-13 18:46:49.859768'))
